dependency,restimulus,num_obs_train,num_subj_train,num_subj_rerep_train,num_obs_test,num_subj_test,num_subj_rerep_test,num_coeffs_glm,wmae_glm_train,wwmape_glm_train,wmae_glm_test,wwmape_glm_test,num_coeffs_lme,subj_intercept_mean,subj_intercept_var,rand_eff_var,rand_eff_ICC,x_joint_poly_stand_est,x_joint_poly_stand_t_val,y_joint_scale,y_joint_center,x_joint_poly_scale,x_joint_poly_center,wmae_lme_train,wwmape_lme_train,wmae_lme_test,wwmape_lme_test,x_joint_scaled_stand_est,x_joint_scaled_stand_t_val,x_joint_scaled_scale,x_joint_scaled_center,x_joint_exp_stand_est,x_joint_exp:x_joint_weight_exp_stand_est,x_joint_exp_stand_t_val,x_joint_exp:x_joint_weight_exp_stand_t_val,x_joint_exp_scale,x_joint_exp:x_joint_weight_exp_scale,x_joint_exp_center,x_joint_exp:x_joint_weight_exp_center,x_joint_poly:x_joint_height_exp_stand_est,x_joint_poly:x_joint_height_exp_stand_t_val,x_joint_poly:x_joint_height_exp_scale,x_joint_poly:x_joint_height_exp_center,x_joint_poly:x_joint_weight_exp_stand_est,x_joint_poly:x_joint_weight_exp_stand_t_val,x_joint_poly:x_joint_weight_exp_scale,x_joint_poly:x_joint_weight_exp_center,x_joint_exp:x_joint_height_exp_stand_est,x_joint_exp:x_joint_height_exp_stand_t_val,x_joint_exp:x_joint_height_exp_scale,x_joint_exp:x_joint_height_exp_center,x_joint_height_stand_est,x_joint_height_stand_t_val,x_joint_height_scale,x_joint_height_center,x_joint_scaled:x_joint_height_exp_stand_est,x_joint_scaled:x_joint_height_exp_stand_t_val,x_joint_scaled:x_joint_height_exp_scale,x_joint_scaled:x_joint_height_exp_center,x_joint_weight_stand_est,x_joint_weight_stand_t_val,x_joint_weight_scale,x_joint_weight_center,x_joint_scaled:x_joint_height_poly_stand_est,x_joint_scaled:x_joint_height_poly_stand_t_val,x_joint_scaled:x_joint_height_poly_scale,x_joint_scaled:x_joint_height_poly_center,x_joint_scaled:x_joint_weight_poly_stand_est,x_joint_scaled:x_joint_weight_poly_stand_t_val,x_joint_scaled:x_joint_weight_poly_scale,x_joint_scaled:x_joint_weight_poly_center,x_joint_scaled:x_joint_poly_stand_est,x_joint_scaled:x_joint_poly_stand_t_val,x_joint_scaled:x_joint_poly_scale,x_joint_scaled:x_joint_poly_center,x_joint_weight_exp:x_joint_weight_poly_stand_est,x_joint_weight_exp:x_joint_weight_poly_stand_t_val,x_joint_weight_exp:x_joint_weight_poly_scale,x_joint_weight_exp:x_joint_weight_poly_center,x_joint_weight_exp_stand_est,x_joint_weight_exp_stand_t_val,x_joint_weight_exp_scale,x_joint_weight_exp_center,x_joint_height:x_joint_weight_exp_stand_est,x_joint_height:x_joint_weight_exp_stand_t_val,x_joint_height:x_joint_weight_exp_scale,x_joint_height:x_joint_weight_exp_center,x_joint_weight_exp:x_joint_poly_stand_est,x_joint_weight_exp:x_joint_poly_stand_t_val,x_joint_weight_exp:x_joint_poly_scale,x_joint_weight_exp:x_joint_poly_center,x_joint_poly:x_joint_weight_poly_stand_est,x_joint_poly:x_joint_weight_poly_stand_t_val,x_joint_poly:x_joint_weight_poly_scale,x_joint_poly:x_joint_weight_poly_center
PIP2 - DIP2,10,512931,32,117,150522,27,29,6,11.226738643733048,0.5175359330949075,11.244343445236886,0.5472163362625337,4,-0.27734834034841244,0.964453398074451,1.0113162072110646,0.8040892683515473,0.6930687625276543,181.97351886514463,18.410410018579647,20.316796077983668,1731.727551624802,2543.3709079944183,7.081414614546434,0.3264426683894529,7.843812777591174,0.38172637747923793,0.430367600432751,116.72866369697353,16.998098752796686,47.48090258290365,NA,NA,NA,NA,NA,NA,NA,NA,0.4015586303172082,213.9023082196688,1856436411201505e70,521585803811957e70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,11,558440,37,133,127927,32,33,4,12.7539856130537,0.6469575939310743,12.14302764284444,0.6287706721666071,2,-0.3237859992765778,0.6060652597903884,0.6945460780255536,0.7325912905588207,NA,NA,19.64453208460851,20.543290920222205,NA,NA,7.81567876511025,0.3964574590423467,8.48780676870592,0.43950192029122,0.7976981834846613,881.8189086029256,19.267604835204036,41.77962824914333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,12,231664,25,65,70418,15,16,9,7.966146956625982,0.5427684856394606,7.4695941314404335,0.5713934457761922,4,-0.4021202424568346,0.9469546743859456,1.0708147162914503,0.8490522617371238,1.0846773124491296,167.51068478613246,14.460267752681554,15.815193899933528,2422.3576581391767,2563.4441130266355,4.558768940957703,0.3106088963630944,6.42522368185657,0.49150337151596224,0.3909712767021607,69.6025068719991,22.199008779017227,45.50439813311652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6076047847224783,140.25164384992752,23438950519848818e32,9115447516210306e32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,13,284793,19,57,71289,13,14,6,9.62449759889387,0.5895652672015873,12.17396691990364,0.701593189390097,4,-0.4443055488926658,0.7878766178961044,0.9438213860914272,0.846165085119717,0.5819741252334487,139.69291145694194,17.623042079178266,17.55629979660419,2249.341917314056,1737.2086114216595,5.760940926067797,0.35289641267093985,8.36023880935078,0.4818056964427587,0.5062942236573268,128.1884995281378,21.82948915652945,35.506107753808635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5773831827537431,275.1262262509711,26984722543281777e32,8405862684093585e32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,14,432519,27,81,94750,20,20,8,8.354252237913856,0.6053896911888057,11.20924545373672,0.7583868659621058,2,-0.39921602933177536,0.5668656667769595,0.7052463974533172,0.6983711467088118,NA,NA,16.193135348018707,15.162090598848724,NA,NA,6.251097162779831,0.4529848600682773,9.375192175474997,0.6342998412422789,0.7873537122420368,586.9700260408164,17.801496318140227,52.31069910090572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,15,327859,25,65,96309,16,16,5,12.338559982505153,0.6281954280984633,14.887022082219062,0.6794181741942894,2,-0.712895363586834,1.2013485145917555,1.6614811209339744,0.8636148178191556,NA,NA,18.383450240812145,20.691465407695382,NA,NA,6.9671665392032605,0.3547206621302539,11.079352468155552,0.5056426586590504,0.9774478228853388,703.5132138735203,16.233776442895444,48.448118824470626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,16,205321,17,48,35186,11,12,8,7.006697078771268,0.6907253262004456,7.033657126200875,0.7618731739611586,6,-0.6889785772694106,1.4882071333499092,1.8753447393337896,0.8849623567644554,0.5907945355045491,119.141170136313,10.563380224538538,11.57802468212765,1354.037337256327,1784.9318554335248,3.86479237526074,0.3809940609801714,11.72033920269642,1.269526203516094,0.578780035320599,112.53185059258053,16.172470463744354,39.03055634225555,7.515718996347959,NA,27.601790197067977,NA,43336144511739204e25,NA,38883371759630924e23,NA,0.5971508895541301,141.91038535050026,13390780590703301e69,5435308867871714e69,NA,NA,NA,NA,16.120222922170854,27.568817999213252,25719809018466332e104,3294406013457306e103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,17,446959,26,73,114447,18,18,6,8.328129917822306,0.3979746451860513,8.855029398898301,0.3725355716272827,4,0.05593552112452339,1.0330436039323536,1.0363132594208395,0.9112567783209834,1.3389732868758488,1538.1218592891223,19.387173098982625,18.621128785963084,2614.0040465728944,3669.7803138744857,4.562604380159145,0.2180322446017949,6.823461917644365,0.28706649876090745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6244645239140911,419.3361910670893,200817648629566e69,6359452715039415e67,NA,NA,NA,NA,NA,NA,NA,NA,0.7163425150605125,3.913621856928379,6.518722749995809,175.1591868605398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,18,189942,22,57,52211,12,14,5,7.93460978660537,0.6055800566553637,14.517507571849062,1.0272029832622542,4,-0.3518471057790122,1.0884112810806288,1.1627534919263454,0.9107138062641849,1.756892801530778,414.6064748894627,14.98828374520035,11.935800613444144,2298.6391870120024,2750.7241971969456,3.915558115346041,0.2988406448583627,17.672473360635465,1.250436224525787,-0.41854152778437614,-101.5743809006765,21.7977124198093,47.70310715207241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6363280979797397,319.796837776952,2194378812073255e67,98853870010428e68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,19,215834,21,53,63847,13,13,4,5.604505772343937,0.7423094025653453,5.176507116802412,0.7819776806826154,3,-0.5947273862783383,1.3416658970575686,1.631547896206372,0.8106095276899553,0.6474344132136896,95.18155513423476,7.801021097685259,6.418481663815485,2107.2537323380507,2955.390544714702,3.625542766256943,0.4801983607681693,2.7631182151014304,0.4174043857263335,0.6325936187689252,84.15784397682617,20.72733560722131,50.25704024176969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,20,474022,31,101,84763,25,25,5,13.85565956490124,0.4789902939867008,14.929532405536891,0.5054383510774949,2,-0.2672276106041761,0.40960469689671225,0.4678276897310357,0.7269617856555287,0.9821609296092828,1359.1906640237137,28.527910831687603,29.52370326399784,2925.5880945578074,3133.1782288183413,9.330729953288218,0.32256343066898197,10.716882727401192,0.3628193695081603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,21,377888,33,114,106519,26,28,4,10.287317444497765,0.7201584818511376,11.69895130008662,0.8027820115469474,2,-0.13107606498094632,1.029621133509606,1.0157816151984405,0.5148534819209889,NA,NA,11.189614426152906,12.34738923248413,NA,NA,7.746119357892847,0.5422631883496005,9.96967699241168,0.6841192124957653,1.0060202559792988,510.0078758149541,19.779004981850218,47.86644347610122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP2_f - DIP2,2,512795,50,164,135537,41,41,10,15.458640814017182,0.4876454549862601,16.420644059360463,0.4978432200762208,4,-0.1010527462590934,0.6965677547824395,0.7064588295247504,0.7794261492993015,NA,NA,27.68022698417986,28.33354919332349,NA,NA,9.688334446391371,0.30562015871962334,24.81246204072821,0.7522674479588125,0.9209437364683668,1331.2207206495186,19.39995373393322,41.54047413552341,-0.6247403132956731,NA,-4.061772437484098,NA,23611131490020968e21,NA,8576837669830287e20,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.070043883655576,-4.084150477704303,947085207100201e100,14112902448037096e97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP2_f - DIP2,3,574214,44,158,107534,36,39,5,15.716389488569122,0.5162594925882147,15.317521989224494,0.5241482657691495,2,0.0161624062420706,0.5645335453597976,0.5519669872141099,0.6240678629368842,NA,NA,25.172960954566584,26.620777106394204,NA,NA,11.39385853502089,0.37427092464144063,13.447861362091114,0.4601705952309114,0.9492386818017452,980.5631029217984,17.59627109637543,43.86876800164991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP2_f - DIP2,5,376517,35,116,92430,27,29,6,14.437999092065237,0.634419972458345,15.505008428057698,0.6189224192547169,2,0.00945759305992074,0.905590386637464,0.8798672955215682,0.6496789771544871,NA,NA,20.226746148227473,22.657900326244494,NA,NA,10.746487296309583,0.4722112898798814,12.451715048234346,0.4970423355318983,1.1180040431632414,577.9674908551963,20.822116901882712,26.772555933464098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP2_f - DIP2,10,403589,35,105,99215,24,26,6,13.280024678018314,0.6003103940803891,13.839219705480026,0.5955658977012698,3,-0.2080368864765358,1.2553317822380865,1.262715654196462,0.8089480432990153,NA,NA,18.170329683887022,21.994642724150975,NA,NA,7.6126721737647856,0.34412332382197763,8.838827537871593,0.3803757993042577,1.1358020949686227,799.0016611157761,17.25741372368578,37.13669863860668,NA,NA,NA,NA,NA,NA,NA,NA,0.32613855253050333,132.29575680601775,18044118919208973e69,5590495471784061e69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP2_f - DIP2,17,596369,29,102,145729,23,25,8,11.872638031536546,0.6072537828992034,12.392927705112788,0.6305333418494257,3,-0.17612383294339892,0.8658518423988761,0.8670527039463717,0.7129044796983858,-0.9553816374103254,-189.1096675795159,17.951213186430675,18.214420984599652,1551.9778097515475,2342.835266087693,8.147437112512595,0.41671968726450986,9.95224849997919,0.5063552902853558,1.748857869369644,334.7677787025465,16.066075154964675,45.658700463547376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP3_f - PIP3,1,170718,18,61,34574,14,15,7,7.118150060366521,0.559574601045283,8.103946506903624,0.5773304594280995,2,-0.4249403621156715,0.7003001552862411,0.8420258060138085,0.7395277769836728,NA,NA,12.897495428354937,14.719162258655034,NA,NA,5.375864631819964,0.4226094253580836,7.897664194922816,0.5626347723518932,0.620314865114057,454.78472132429226,12.964779360369745,36.30359861853668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP3_f - PIP3,2,434567,25,98,122035,20,24,5,10.457393125152125,0.4682053109492491,9.820770278227242,0.45531864648126646,2,-0.26416154507585216,0.686936451483637,0.7292396878443284,0.7968782768606273,1.018368300805288,1373.1623814564314,19.284026670491286,17.755315059248723,2139.8716066827415,2684.83900203396,6.1673994502286575,0.2761308810698967,8.403170355341917,0.38959471038929966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP3_f - PIP3,3,519638,34,124,114412,29,31,5,11.526306402282852,0.49081931504935694,11.73374269290522,0.4957808470848343,3,-0.04601040540498979,0.5101752634164947,0.5123808071068102,0.6796983069220387,1.0584940097028903,1293.9362850419857,19.72300599693597,19.784134197956607,2148.3981159497184,3142.229391602666,7.498627129667252,0.319310532198317,8.127284277714162,0.3433986912070878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6306288762405379,5.199809078398056,6.914354117655751,178.78982099076666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP3_f - PIP3,4,376475,43,122,97861,27,30,5,13.782706732871404,0.4558320789996194,12.63632252839888,0.3803446678381632,2,-0.23989821063800568,0.42755615683900505,0.4752217730460206,0.5598002858511387,0.6226356415233628,549.2872324390659,22.762675791547608,30.402118882338037,2150.211544335403,3983.546043801115,10.482242871900244,0.3466766473004523,10.286748307404174,0.3096240903412723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP3_f - PIP3,5,499440,31,110,129560,25,27,6,11.148642662879984,0.6278097494431707,11.00622996274096,0.6409389964461703,2,-0.20468409086954784,1.030357292174101,1.0390512426220584,0.699598817951852,NA,NA,15.2672078632777,16.572924828532628,NA,NA,7.986041772506523,0.4497152734954411,7.343654178775764,0.4276518258773585,0.9191917802580244,594.8983460251261,17.936497069438513,42.12060808416678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP3_f - PIP3,6,160481,12,36,27543,9,9,5,8.143893433574124,0.6009397050371885,8.010207772128881,0.6682382096471053,3,-0.31375905038801977,2.6231034191389644,2.502964230723702,0.9601330130086542,0.7636417314993992,208.2911164782523,10.467523428770408,10.508229192681473,1805.4968748032488,1758.1601692233521,2.4696311539368736,0.1822346312979868,4.137393844202866,0.34515517371159066,0.763131213599279,198.40442462934277,21.208643650311316,36.1712096369804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP3_f - PIP3,8,353763,19,67,88562,15,16,5,8.545365441542257,0.2889977452010248,9.114520028039465,0.2971543693925615,2,-0.3216458585789094,0.2806232036586459,0.3693183420959895,0.8562232011964502,0.9303464060592131,2030.8104194545156,25.307695222436784,29.70615872690323,2539.2278508101936,3130.3766976229617,4.818595111260725,0.16296121350425274,5.766907040036366,0.1880144669774936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP3_f - PIP3,9,351986,24,73,79843,15,18,7,10.060573921018875,0.4707872410040937,10.523545561444854,0.47651298293811456,2,-0.211725100961296,1.561649421556115,1.5413894331267255,0.8934403153859063,0.9200766186678284,926.1091573374896,14.194643827191332,18.8944157642016,2117.759644527675,3419.829631073805,4.52977009070323,0.21197180003117191,6.336124837628519,0.28690385089491727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP3_f - PIP3,10,333080,23,80,68806,18,19,5,7.7212336303835984,0.532501821938926,8.165035278547974,0.5483029923364439,2,-0.4877927268393138,1.2578906578356457,1.4411378007023277,0.820230740304122,NA,NA,11.849247031489876,13.997940960977544,NA,NA,5.123562818663627,0.3533511180157588,5.623479404620395,0.37763101807982097,0.8813841515559834,599.9794473829509,15.632593442931627,37.901138670492514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP3_f - PIP3,11,224072,23,56,60704,13,14,5,8.529091651358822,0.5007644038977378,9.317714347512942,0.4853435684943936,4,-0.3060437558859432,1.2568226652753074,1.3548810099603743,0.8147190968660954,0.7180494692646688,97.06846806639504,13.803906619415915,17.673017470159987,1980.6974574963565,2170.472899588762,5.419650054085754,0.3182012738995736,7.321853133528201,0.3813826218837623,0.4079597840499478,55.17363593273145,21.08630735249618,41.543260899367226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8371140615783296,3.802278934491543,7.435894372019476,182.6275706023064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP3_f - PIP3,12,183339,19,52,37803,11,13,6,6.444105400092217,0.683484730310694,4.588823709330812,0.6643997916370129,2,0.10805681268136973,1.1413066630314448,1.0929431767738786,0.8911634451647523,1.0074201241818772,578.6255318025239,10.85667626160916,9.838274128084969,2014.961590759845,3409.8464791313268,2.801218593540573,0.29710720357242787,3.129602386482242,0.45312422206533726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP3_f - PIP3,13,191257,18,52,30903,12,13,5,9.091612009119515,0.5739969789133399,8.934906493428032,0.609954107686288,3,-0.11075277446542828,2.3841353837021715,2.264007333676976,0.9048361776550804,0.4973928199039041,74.28392478567501,10.390288816120028,15.165670197256908,2070.611862090347,2913.574952353108,3.740191513746828,0.23613619095211533,9.562597780619246,0.6528043467193192,0.7827856172745881,110.69048110744797,20.87687682663491,49.776834422831854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP3_f - PIP3,14,299634,21,61,76783,14,15,4,6.275708093560422,0.8540769166157353,6.755320696023423,0.920352131586329,3,-0.6402308509707688,1.0588657969813102,1.4184196751334897,0.8028488599887784,1.0900215530026227,235.08123599644424,8.13363347724135,8.40220357968383,1467.7140115517593,1632.1741977849388,3.701098825568683,0.5036918584972718,5.06596430133684,0.6901924058202319,-0.542563538465273,-107.59092142546628,15.858243705041115,37.15765255879413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
